ARTUR;АРТУР
DZHEDZHELAVA;ДЖЕДЖЕЛАВА
JAMBUL;ДЖАМБУЛ
JIGHAURI;ДЖИГАУРИ
GINCHARADZE;ДЖИНЧАРАДЗЕ
JOJUA;ДЖОДЖУА
JORBENADZE;ДЖОРБЕНАДЗЕ
DZHOHADZE;ДЖОХАДЗЕ
DONALD;ДОНАЛЬД
DJOUSSE;ДЖУССЕ
DZALAMIDZE;ДЗАЛАМИДЗЕ
DZARIA;ДЗАРИЯ
DZEBISASHVILI;ДЗЕБИСАШВИЛИ
DZODZUASHVILI;ДЗОДЗУАШВИЛИ
NIJASBEI;НИЯЗИ
DSJAPSCHIPA;ДЗЯПШИПА
DURDIADZE;ДУРДИАДЗЕ
PETAR;ПЕТАР
JELIC;ЕЛИЧ
ZHIBA;ЖИБА
ZORDANIA;ЖОРДАНИЯ
JORDANIA;ЖОРДАНИЯ
ZAZROYEV;ЗАЗРОЕВ
TSEINKLISHVILI;ЗЕИНКЛИШВИЛИ
NED;НЕД
ZELIC;ЗЕЛИЧ
BUDU;БУДУ
ZIVZIVADZE;ЗИВЗИВАДЗЕ
IASHVILI;ИАШВИЛИ
DMYTRO;ДМИТРИЙ
IVANISENYA;ИВАНИСЕНЯ
ALEKSIEJ;АЛЕКСЕЙ
ILIADI;ИЛИАДИ
ILURIDZE;ИЛУРИДЗЕ
INALISHVILI;ИНАЛИШВИЛИ
RAFA;РАФА
JORDA;ЙОРДА
KAKILASHVILI;КАКИЛАШВИЛИ
KAKHA;КАХАБЕР
KALOYEV;КАЛОЕВ
KANKAVA;КАНКАВА
KANTARIYA;КАНТАРИЯ
PIRUZ;ПИРУЗ
KANTELADZE;КАНТЕЛАДЗЕ
OLEKSANDR;АЛЕКСАНДР
KAPLIYENKO;КАПЛИЕНКО
KWAME;КВАМЕ
KARIKARI;КАРИКАРИ
KHVICHA;ХВИЧА
KVASKHVADZE;КВАСХВАДЗЕ
KVILITAIA;КВИЛИТАЯ
KVIRKVELIA;КВИРКВЕЛИЯ
KETASHVILI;КЕТАШВИЛИ
KINKLADZE;КИНКЛАДЗЕ
KOBIASHVILI;КОБИАШВИЛИ
KOBOURI;КОБОУРИ
MYKOLA;НИКОЛАЙ
KOVTALYUK;КОВТАЛЮК
KOPALEISHVILI;КОПАЛЕЙШВИЛИ
KOSTAVA;КОСТАВА
CARLES;КАРЛЕС
COTO;КОТО
KOSHKADZE;КОШКАДЗЕ
KUDINOV;КУДИНОВ
MATHIAS;МАТИАС
COUREUR;КУРЁР
KUTALIA;КУТАЛИЯ
KUTIVADZE;КУТИВАДЗЕ
KUTSIA;КУЦИЯ
OGNJEN;ОГНИЕН
LAKIC;ЛАКИЧ
LITOVCHENKO;ЛИТОВЧЕНКО
SABA;САБА
LORIA;ЛОРИЯ
MARGANIYA;МАРГАНИЯ
ZORAN;ЗОРАН
MARUSIC;МАРУШИЧ
MANUCHAR;МАНУЧАР
MEGRELADZE;МЕГРЕЛАДЗЕ
MELKADZE;МЕЛКАДЗЕ
MEREBASHVILI;МЕРЕБАШВИЛИ
SLAVA;СЛАВА
MIKABERIDZE;МИКАБЕРИДЗЕ
MIKELTADZE;МИКЕЛТАДЗЕ
MODEBADZE;МОДЕБАДЗЕ
MONASELIDZE;МОНАСЕЛИДЗЕ
MUDZHIRI;МУДЖИРИ
MCHEDLIDZE;МЧЕДЛИДЗЕ
BOHDAN;БОГДАН
MYSHENKO;МЫШЕНКО
NAVALOVSKI;НАВАЛОВСКИЙ
NAUM;НАУМ
NAUMTSEV;НАУМЦЕВ
NIKOLAYSHVILI;НИКОЛАЙШВИЛИ
NINUA;НИНУА
NODIA;НОДИЯ
GIGA;НОРАКИДЗЕ
NORAKIDZE;ЛЕВАНОВИЧ
DIDIER;ДИДЬЕ
OVONO;ОВОНО
ODIKADZE;ОДИКАДЗЕ
PAIKIDZE;ПАИКИДЗЕ
PANTSULAIA;ПАНЦУЛАЯ
PANTSKHAVA;ПАНЦХАВА
PAPUNASHVILI;ПАПУНАИШВИЛИ
ALKIVIAD;АЛКИВИАД
PEKHLEVANIDI;ПЕХЛЕВАНИДИ
MYCHAJLO;МИХАИЛ
PECZENY;ПЕЧЁНЫЙ
PIRAYEV;ПИРАЕВ
PRIDONISHVILI;ПРИДОНИШВИЛИ
MILAN;МИЛАН
RADIN;РАДИН
REVISHVILI;РЕВИШВИЛИ
NUKRI;НУКРИ
DZHUMBER;ДЖУМБЕР
RUSADZE;РУСАДЗЕ
SALDADZE;САЛДАДЗЕ
SANAYA;САНАЯ
IBRAGIM;ИБРАГИМ
SARDZHVELADZE;САРДЖВЕЛАДЗЕ
SVANADZE;СВАНАДЗЕ
SERDIUK;СЕРДЮК
STEFAN;СТЕПАН
SICACI;СИКАЧ
ILIJA;ИЛИЯ
SPASOJEVIC;СПАСОЕВИЧ
SULAKVELIDZE;СУЛАКВЕЛИДЗЕ
SKHIRTLADZE;СХИРТЛАДЗЕ
DIMITRI;ДИМИТРИ
TATANASHVILLI;ТАТАНАШВИЛИ
ENUKI;ЭНУКИ
TEVZADZE;ТЕВЗАДЗЕ
BAKHVA;БАХВА
TEDEYEV;ТЕДЕЕВ
OMARI;ОМАРИ
TETRADZE;ТЕТРАДЗЕ
TODRIYA;ТОДРИЯ
TORADZE;ТОРАДЗЕ
TOTADZE;ТОТАДЗЕ
TRAPAIDZE;ТРАПАИДЗЕ
TRUBOCHKIN;ТРУБОЧКИН
URUSHADZE;УРУШАДЗЕ
FROLOV;ФРОЛОВ
KHAPOV;ХАПОВ
KHARABADZE;ХАРАБАДЗЕ
KHARBEDIA;ХАРБЕДИЯ
KHASAYA;ХАСАЯ
KHVADAGIANI;ХВАДАГИАНИ
KHIZANEISHVILI;ХИЗАНЕЙШВИЛИ
KHMALADZE;ХМАЛАДЗЕ
KHOCHOLAVA;ХОЧОЛАВА
MURTAZ;МУРТАЗ
KHURTSILAVA;ХУРЦИЛАВА
TSKHOVREBOV;ЦХОВРЕБОВ
CHAKVETADZE;ЧАКВЕТАДЗЕ
CHANTURISHVILI;ЧАНТУРИШВИЛИ
SOSO;ВИССАРИОН
CHEDIA;ЧЕДИЯ
CHELEBADZE;ЧЕЛЕБАДЗЕ
CHILAIA;ЧИЛАЯ
GOERAM;ГУРАМ
TSJKAREOELI;ЧКАРЕУЛИ
CHOKHONELIDZE;ЧОХОНЕЛИДЗЕ
SHASHIASHVILI;ШАШИАШВИЛИ
MYKHAYLO;МИХАИЛ
SHYSHKA;ШИШКА
EBANOIDZE;ЭБАНОИДЗЕ
ZORBEG;ЗОРБЕГ
EBRALIDZE;ЭБРАЛИДЗЕ
ESEBUA;ЭСЕБУА
IAMANIDZE;ЯМАНИДЗЕ
ASKHAB;АСХАБ
ABAKAROV;АБАКАРОВ
ARCHVADZE;АРЧВАДЗЕ
TEMUR;ТЕЙМУРАЗ
BABLUANI;БАБЛУАНИ
BELA;БЕЛЛА
MIRIANASHVILI;МИРИАНАШВИЛИ
BOTSVADZE;БОЦВАДЗЕ
BREGADZE;БРЕГАДЗЕ
BUKHNIKASHVILI;БУХНИКАШВИЛИ
JULIETA;ДЖУЛЬЕТТА
VASHAKMADZE;ВАШАКМАДЗЕ
GABNIA;ГАБНИА
EVGENIY;ЕВГЕНИЙ
GINZBURG;ГИНЗБУРГ
GIORGOBIANI;ГИОРГОБИАНИ
GOMELAURI;ГОМЕЛАУРИ
GOMIASHVILI;ГОМИАШВИЛИ
GOSHADZE;ГОШАДЗЕ
JAIANI;ДЖАИЯНИ
ENUKIDZE;ЕНУКИДЗЕ
IMEDA;ИМЕДА
KIKALEISHVILI;КИКАЛЕЙШВИЛИ
KIPSHIDZE;КИПШИДЗЕ
GEGA;ГЕГА
KURTSIKIDZE;КУРЦИКИДЗЕ
LEVASHOV-TUMANOV;ЛЕВАШОВ-ТУМАНОВ
MANAGADZE;МАНАГАДЗЕ
KHATUNA;ХАТУНА
MILORAVA;МИЛОРАВА
NINIDZE;НИНИДЗЕ
IA;ИЯ
PARULAVA;ПАРУЛАВА
PIRTSKHALAVA;ПИРЦХАЛАВА
KOTE;КОТЕ
SURMAVA;СУРМАВА
SHUKUR;ШУКУР
TEBUEV;ТЕБУЕВ
TOKHADZE;ТОХАДЗЕ
TUTBERIDZE;ТУТБЕРИДЗЕ
GOGA;ГЕОРГИЙ
KHAINDRAVA;ХАИНДРАВА
ALEKO;АЛЕКСАНДР
DITO;ДИТО
TSULAIA;ЦУЛАЯ
CHOGOVADZE;ЧОГОВАДЗЕ
GODERDZI;ГОДЕРДЗИ
JULIU;ЮЛИУ
EDLISS;ЭДЛИС
SZALWA;АМИРЭДЖИБИ
AMIREDZIBI;ГЕОРГИЕВИЧ
ARSENIDZE;АРСЕНИДЗЕ
AKHMETELASHVILI;АХМЕТЕЛАШВИЛИ
IOSIF;ИОСИФ
BARATOV;БАРАТОВ
GVAZAVA;ГВАЗАВА
GIORGADZE;ГИОРГАДЗЕ
TEVDORE;ТЕВДОРЕ
GHLONTI;ГЛОНТИ
GOMARTELI;ГОМАРТЕЛИ
ZAKARIA;ЗАХАР
MOSHE;МОИСЕЙ
DAVARASHVILI;ДАВАРАШВИЛИ
SILIBISTRO;СИЛЬВЕСТР
JIBLADZE;ДЖИБЛАДЗЕ
VALIKO;ДЖУГЕЛИ
JUGHELI;КОНСТАНТИНОВИЧ
NOE;НОЙ
ZHORDANIA;ЖОРДАНИЯ
SPIRIDION;СПИРИДОН
KEDIJA;КЕДИА
KUMSIASHVILI;КУМСИАШВИЛИ
HUSEYNGULU;ГУСЕЙН
LIZA;ЕЛИЗАВЕТА
NAKASHIDZE-BOLKVADZE;НАКАШИДЗЕ-БОЛКВАДЗЕ
NATADZE;НАТАДЗЕ
NIKOLADZE;НИКОЛАДЗЕ
NUTSUBIDZE;НУЦУБИДЗЕ
MINDORA;МИНАДОРА
ORJONIKIDZE;ОРДЖОНИКИДЗЕ-ТОРОШЕЛИДЗЕ
IOANNIS;ИОАННИС
PASSALIDIS;ПАСАЛИДИС
P`IRC`XALAVA;ПИРЦХАЛАВА
ISIDORE;ИСИДОР
PARIKHAN;ПЕРИХАНЫМ
SOFIEVA;СОФИЕВА
EKVTIME;ЭКВТИМЕ
TER-PARSEGOVA-MAKHVILADZE;ТЕР-ПАРСЕГОВА-МАХВИЛАДЗЕ
URATADZE;УРАТАДЗЕ
KRISTINE;КРИСТИНА
SHARASHIZE;ШАРАШИДЗЕ
LAVRENTI;ЛАВРЕНТИЙ
ARDAZIANI;АРДАЗИАНИ
GASANOV;ГАСАНОВ
DASHGYN;ДАШГЫН
GULMAMMADOV;ГЮЛЬМАМЕДОВ
JAMBAKUR-ORBELIANI;ДЖАМБАКУР-ОРБЕЛИАНИ
DODASHVILI;ДОДАШВИЛИ
IVANE;ИВАНЕ
PURTSELADZE;ПУРЦЕЛАДЗЕ
CHERNOVETSKYI;ЧЕРНОВЕЦКИЙ
SHERVASHIDZE;ШЕРВАШИДЗЕ
ARTEMI;АРТЕМИЙ
AYVAZYAN;АЙВАЗЯН
ANDRIASYAN;АНДРИАСЯН
YOURY;ЮРИЙ
BILSTIN;БИЛЬСТИН
VOROBIOV;ВОРОБЬЁВ
GRIGORI;ГРИГОРИЙ
GAMBURG;ГАМБУРГ
RAYA;РАЯ
GARBOUSOVA;ГАРБУЗОВА
GVERDTSITELI;ГВЕРДЦИТЕЛИ
JERGENIA;ДЖЕРГЕНИЯ
ZAKARIAN;ЗАКАРЯН
KAVZHARADZE;КАВЖАРАДЗЕ
KASRASHVILI;КАСРАШВИЛИ
LATSABIDZE;ЛАЦАБИДЗЕ
SULCHAN;СУЛХАН
NASIDZE;НАСИДЗЕ
NAR;НАР
OVANISYAN;ОВАНИСЯН
POYMANOV;ПОЙМАНОВ
SAMUIL;САМУИЛ
SAMOSUD;САМОСУД
EKATERINA;ЕКАТЕРИНА
SOCHADZE;СОХАДЗЕ
VARDGES;ВАРДКЕС
TALYAN;ТАЛЬЯН
TARIVERDIEV;ТАРИВЕРДИЕВ
YAKIV;ЯКОВ
TSEHLYAR;ЦЕГЛЯР
EVGENIYA;ЕВГЕНИЯ
TSELOVALNIK;ЦЕЛОВАЛЬНИК
GERTS;ГЕРЦ
TSOMYK;ЦОМЫК
CHACHAVA;ЧАЧАВА
SHAVERZASHVILI;ШАВЕРЗАШВИЛИ
IRAKLY;ИРАКЛИЙ
SHUSHANIA;ШУШАНИЯ
AMAGHLOBELI;АМАГЛОБЕЛИ
BERITASHVILI;БЕРИТАШВИЛИ
BITSADZE;БИЦАДЗЕ
BOKUCHAVA;БОКУЧАВА
VEKUA;ВЕКУА
LEONIDE;ЛЕОНИД
GRISHASHVILI;ГРИШАШВИЛИ
OTAR;ОТАРИ
RAFIEL;РАФАЭЛ
JANASHIA;ДЖАНАШИА
JAFARIDZE;ДЖАПАРИДЗЕ
SERGI;СЕРГИ
DZHIKIYA;ДЖИКИЯ
DZOTSENIDZE;ДЗОЦЕНИДЗЕ
KIRIAK;КИРИАК
ZAVRIEV;ЗАВРИЕВ
PHILIPP;ФИЛИПП
ZAITZEV;ЗАЙЦЕВ
KUFTIN;КУФТИН
LEONIDZE;ЛЕОНИДЗЕ
JUMBER;ДЖУМБЕР
LOMINADZE;ЛАМИНАДЗЕ
MELIKISHVILI;МЕЛИКИШВИЛИ
HELENE;ЕЛЕНА
MUSKHELISHVILI;МУСХЕЛИШВИЛИ
MUKHADZE;МУХАДЗЕ
ONIANI;ОНИАНИ
PRANGISHVILI;ПРАНГИШВИЛИ
DMITRII;ДМИТРИЙ
SOSNOWSKY;СОСНОВСКИЙ
TABIDZE;ТАБИДЗЕ
TSAGARELI;ЦАГАРЕЛИ
CHUBINASHVILI;ЧУБИНАШВИЛИ
PETRE;ПЁТР
SZARIA;ШАРИЯ
GIULI;ГИУЛИ
ANCHABADZE;АНЧАБАДЗЕ
BARATAEV;БАРАТАЕВ
VAXTANG;ВАХТАНГ
VAKHUSHTI;ВАХУШТИ
KARTLI;БАГРАТИОНИ
ZINAIDA;ЗИНАИДА
GAGLOYEVA;ГАГЛОЕВА
JANASHVILI;ДЖАНАШВИЛИ
TSURTAVELI;ЦУРТАВЕЛИ
HENRY;ГЕНРИ
MARR;МАРР
LEONTI;ЛЕОНТИ
MROVELI;МРОВЕЛИ
OTKHMEZURI;ОТХМЕЗУРИ
PAPASKIRI;ПАПАСКИРИ
SABININ;САБИНИН
SUMBAT;СУМБАТ
DAVITIS-DZE;ДАВИТИСДЗЕ
CYRIL;КИРИЛЛ
TOUMANOFF;ТУМАНОВ
KHOSHTARIA;ХОШТАРИЯ
SHARADZE;ШАРАДЗЕ
ABAYEV;АБАЕВ
AVALIANI;АВАЛИАНИ
ADLEYBA;АДЛЕЙБА
AGHASI;АГАСИ
BAKHTADZE;БАХТАДЗЕ
HMAYAK;АМАЯК
BDEYAN;БДЕЯН
PYOTR;ПЁТР
BLETKIN;БЛЕТКИН
GIA;ГЕОРГИЙ
BUGADZE;БУГАДЗЕ
TINATIN;ТИНАТИН
DOLENJASHVILI;ДОЛЕНДЖАШВИЛИ
ZAKHARIAN;ЗАХАРЬЯН
ISABEKYAN;ИСАБЕКЯН
SILOVAN;СИЛОВАН
MKRTICH;МКРТЫЧ
KAMALYAN;КАМАЛЯН
KANDARELI;КАНДАРЕЛИ
GARYAGHDI;КАРЪЯГДЫ
KATSBA;КАЦБА
KONDAKHSAZOV;КОНДАХСАЗОВ
KOTETISHVILI;КОТЕТИШВИЛИ
KOIAVA;КОЯВА
MERABISJVILI;МЕРАБИШВИЛИ
MESKHIDZE;МЕСХИДЗЕ
MIKABERIDZE;ВАЖА
VAJA;МИКАБЕРИДЗЕ
TERESA;ТЕРЕЗА
ARPENIK;АРПЕНИК
NARIMANBEKOV;НАРИМАНБЕКОВ
DINARA;ДИНАРА
NODIA;НОДИА
OTSKHELI;ОЦХЕЛИ
OCHIAURI;ОЧИАУРИ
PETVIASHVILI;ПЕТВИАШВИЛИ
SATUNC;САТУНЦ
OLGA;ОЛЬГА
SACHAROFF;САХАРОВА
SEMENIKHIN;СЕМЕНИХИН
SEMENTSOV;СЕМЕНЦОВ
SONGULASHVILI;COНГУЛАШВИЛИ
SUMBATASHVILI;СУМБАТАШВИЛИ
TOPURIYA;ТОПУРИЯ
TOTIBADZE;ТОТИБАДЗЕ
HAJAEV;ХАДЖАЕВ
HURHUMAL;ХУРХУМАЛ
TSIKOLIA;ЦИКОЛИЯ
JURY;ЮРИЙ
CHKADUA;ЧКАДУА
RENE;РЕНЕ
SHMERLING;ШМЕРЛИНГ
ELLI;ЭЛЛИ
JUREV;ЮРЬЕВ
ABESADZE;АБЕСАДЗЕ
GEORGIOS;ГЕОРГИОС
AZOIDIS;АЗОИДИС
BORCHASHVILI;БОРЧАШВИЛИ
ADOSH;АДОШ
LEVAN;ЛЕВАНИ
GEGESHIDZE;ГЕГЕШИДЗЕ
GIORGADZE;ГЕОРГАДЗЕ
WASIL;ВАСИЛИЙ
GRUZINSKY;ГРУЗИНСКИЙ
CHAVCHAVADZE;ГУРАМИШВИЛИ
DEMETRIUS;ДЕМЕТРЕ
KLARJETI;КЛАРДЖИ
DZHUGASHVILI;ДЖУГАШВИЛИ
EUTHYMIUS;ЕВФИМИЙ
ATHOS;АФОНСКИЙ
LINA;ЛИНА
IVANOVA;ИВАНОВА
JOHN;ИОАНН
IBERIAN;ИВЕРСКИЙ
MATVEI;МАТВЕЙ
KAPELYUSHNIKOV;КАПЕЛЮШНИКОВ
KATSANASHVILI;КАЦАНАШВИЛИ
KACHEISHVILI;КАЧЕИШВИЛИ
KUCUK;КЮЧЮК
PASHA;ХЮСЕЙН-ПАША
LAGVILAVA;ЛАГВИЛАВА
MARTKOPLISHVILI;МАРТКОПЛИШВИЛИ
MEHRABYAN;МЕГРАБЯН
MELIYA;МЕЛИЯ
KHVYCHA;ХВИЧА
MEPARISHVILI;МЕПАРИШВИЛИ
JONDO;ДЖОНДО
MUZASHVILI;МУЗАШВИЛИ
VARDIKO;ВАРДЕН
NADIBAIDZE;НАДИБАИДЗЕ
NEIDZE;НЕИДЗЕ
NIKOLAYENKO;НИКОЛАЕНКО
ODISHELIDZE;ОДИШЕЛИДЗЕ
POROZHNUK;ПОРОЖНЮК
PUTKARADZE;ПУТКАРАДЗЕ
RAZMADZE;РАЗМАДЗЕ
MIRIAN;МИРИАН
RURUA;РУРУА
SALADZE;САЛАДЗЕ
GAGA;ГАГА
TIBILASHVILI;ТИБИЛАШВИЛИ
KHABARELI;ХАБАРЕЛИ
IOANNA;ИОАННА
CHATZIIOANNOU;ХАДЗИИОАННУ
PRIDON;ФРИДОН
KHERGIANI;ХЕРГИАНИ
KHERKHEULIDZE;ХЕРХЕУЛИДЗЕ
ARMAN;АРМАН
TSIREKIDZE;ЦИРЕКИДЗЕ
OMAR;ЧХАИДЗЕ
CHKHAIDZE;ВАЛЕРЬЯНОВИЧ
SHANAVA;ШАНАВА
SHARABIDZE;ШАРАБИДЗЕ
SHUGLADZE;ШУГЛАДЗЕ
IOANE;ИВАН
IALGHUZIDZE;ЯЛГУЗИДЗЕ
ANANIASHVILI;АНАНИАШВИЛИ
SANDRO;АЛЕКСАНДР
AKHMETELI;АХМЕТЕЛИ
VASHAKIDZE;ВАШАКИДЗЕ
LYUBOV;ЛЮБОВЬ
VOINOVA-SHIKANYAN;ВОИНОВА-ШИКАНЯН
MYKHAILO;МИХАИЛ
HRYSHKO;ГРИШКО
HAYKANOUSH;АЙКАНУШ
DANIELYAN;ДАНИЭЛЯН
ZURA;ЗУРАБ
FILIMON;ФИЛИМОН
LAVROVSKY;ЛАВРОВСКИЙ
LEMESHEV;ЛЕМЕШЕВ
MARJANISHVILI;МАРДЖАНИШВИЛИ
IRMA;ИРМА
NIORADZE;НИОРАДЗЕ
ARIY;АРИЙ
PAZOVSKY;ПАЗОВСКИЙ
MARIA;МАРИЯ
PERINI;ПЕРИНИ
SMOLICH;СМОЛИЧ
MIKAEL;МИХАИЛ
TABRIZYAN;ТАВРИЗИАН
TSVARIANI;ЦВАРИАНИ
CHABUKIANI;ЧАБУКИАНИ
SOUREN;СУРЕН
CHAREKYAN;ЧАРЕКЯН
CHASTY;ЧАСТИЙ
ABAEV;АБАЕВ
GECHTMAN;ГЕХТМАН
FILIPE;ФИЛИПП
DEKANOSIDZE;ДЕКАНОСИДЗЕ
KAUKHCHISHVILI;КАУХЧИШВИЛИ
LIUBOV;ЛЮБОВЬ
KEMULARIA-NATHADZE;КЕМУЛАРИА-НАТАДЗЕ
LAPIN;ЛАПИН
LOMIDZE;ЛОМИДЗЕ
MAGOMETOV;МАГОМЕТОВ
MARUASHVILI;МАРУАШВИЛИ
SVANADZE;СВАНИДЗЕ
ILARION;ИЛЛАРИОН
TALAKHADZE;ТАЛАХАДЗЕ
UMIKOV;УМИКОВ
FANARDJYAN;ФАНАРДЖЯН
VYACHESLAV;ВЯЧЕСЛАВ
ABLOTIA;АБЛОТИА
ANTONOVSKA;АНТОНОВСКАЯ
ZAIRA;ЗАИРА
ARSENISHVILI;АРСЕНИШВИЛИ
ASSATIJANI;АСАТИАНИ
ERLOM;ЭРЛОМ
BARSKY;БАРСКИЙ
BEKNAZARIAN;БЕК-НАЗАРОВ
GOGODZE;ГОГОДЗЕ
DUMBADZE;ДУМБАДЗЕ
ZAKAREISHVILI;ЗАКАРЕЙШВИЛИ
IOSSELIANI;ИОСЕЛИАНИ
KALATOZISHVILI;КАЛАТОЗИШВИЛИ
KALATOZOV;КАЛАТОЗОВ
ARTYOM;АРТЁМ
KOGUASHVILI;КОГУАШВИЛИ
KOKOCHASHVILI;КОКОЧАШВИЛИ
DEA;ДЕА
KULUMBEGASHVILI;КУЛУМБЕГАШВИЛИ
MATARADZE;МАТАРАДЗЕ
KARAMAN;КАРАМАН
NELI;НИНЕЛЬ
NENOVA;НЕНОВА
OVASHVILI;ОВАШВИЛИ
PARAJANOV;ПАРАДЖАНОВ
SULAKAURI;СУЛАКАУРИ
TRIPOLSKI;ТРИПОЛЬСКИЙ
KHODZHAVA;ХОДЖАВА
KHOTIVARI;ХОТИВАРИ
KORA;КОРА
CERETELI;ЦЕРЕТЕЛИ
MARINA;МАРИНА
TSURTSUMIYA;ЦУРЦУМИЯ
PAVLE;ПАВЛЕ
CHEISHVILI;ЧЕЙШВИЛИ
CHICHINADZE;ЧИЧИНАДЗЕ
SHAMATAVA;ШАМАТАВА
ELDAR;ЭЛЬДАР
BONDO;БОНДО
SHOSHITAISHVILI;ШОШИТАИШВИЛИ
EKVTIMISHVILI;ЭКВТИМИШВИЛИ
ELIOZISHVILI;ЭЛИОЗИШВИЛИ
ESADZE;ЭСАДЗЕ
LOMER;ЛОМЕР
GELOVANI;ГЕЛОВАНИ
ZAKARIADZE;ЗАКАРИАДЗЕ
KHARANAULI;ХАРАНАУЛИ
;
LEVAN;АБЕЛИШВИЛИ
ABELISHVILI;ГРИГОРЬЕВИЧ
MAMIA;МАМИЯ
MERI;МЕРИ
ZAKAR;ЗАХАР
BASHINJAGHYAN;БАШИНДЖАГЯН
VASIKO;ВАСИКО
BEDOSHVILI;БЕДОШВИЛИ
DONAT;ДОНАТ
DOLGUSHIN;ДОЛГУШИН
KARTVELISHVILI;КАРТВЕЛИШВИЛИ
KARTSIVADZE;КАРЦИВАДЗЕ
KACARAVA;КАЦАРАВА
KERVALISHVILI;КЕРВАЛИШВИЛИ
ALFRED;АЛЬФРЕД
KOLAKOVSKI;КОЛАКОВСКИЙ
KURDIANI;КУРДИАНИ
LAKERBAY;ЛАКЕРБАЙ
NIKOLOS;НИКОЛАЙ
LANDIA;ЛАНДИЯ
LORDKIPANIDZE;ЛОРДКИПАНИДЗЕ
VANO;ИВАНЕ
MERABISHVILI;МЕРАБИШВИЛИ
MIKHAILOV;МИХАЙЛОВ
MOTSERELIA;МОЦЕРЕЛИЯ
NIKOLAISHVILI;НИКОЛАИШВИЛИ
PATARADZE;ПАТАРИДЗЕ
PATARKATSISHVILI;ПАТАРКАЦИШВИЛИ
RUKHKYAN;РУХКЯН
SIGUA;СИГУА
TARKHAN-MOURAVI;ТАРХАН-МОУРАВИ
KHETAGURI;ХЕТАГУРИ
GEORGE;ГЕОРГИ
CHAKHAVA;ЧАКХАВА
SHEVCHENKO;ШЕВЧЕНКО
OMAR;ОМАР
EGADZE;ЭГАДЗЕ
YAKOVLEV;ЯКОВЛЕВ
NIYA;НИЯ
ABZIANIDZE;АБЗИАНИДЗЕ
AGAPOV;АГАПОВ
ADEISHVILI;АДЕИШВИЛИ
LEKSO;АЛЕКСИЙ
ALEKSISHVILI;АЛЕКСИШВИЛИ
ALKHAZISHVILI;АЛХАЗИШВИЛИ
AMAGLOBELI;АМАГЛОБЕЛИ
AMONASHVILI;АМОНАШВИЛИ
MANANA;МАНАНА
ASLANIKASHVILI;АСЛАНИКАШВИЛИ
GERZEL;ГЕРЦЕЛЬ
BAAZOV;БААЗОВ
BAGRATION-GRUZINSKY;БАГРАТИОН-ГРУЗИНСКАЯ
MARIKA;МАРИЯ
BARATASHVILI;БАРАТАШВИЛИ
GERALD;ГЕРАЛЬД
BEZHANOV;БЕЖАНОВ
ALEX;АЛЕКС
BEKKER;БЕККЕР
BENDUKIDZE;БЕНДУКИДЗЕ
BERISHVILI;БЕРИШВИЛИ
BERUCHASHVILI;БЕРУЧАШВИЛИ
NIKOLOZ;НИКО
BERUCHASHVILI;БЕРУАШВИЛИ
BURJANADZE;БУРДЖАНАДЗЕ
BUTSKHRIKIDZE;БУЦХРИКИДЗЕ
ROM;РОМ
WARSCHAMOW;ВАРШАМОВ
ABESALOM;АБЕСАЛОМ
MARK;МАРКО
VISHIK;ВИШИК
VOLSKI;ВОЛЬСКИЙ
GABRICHIDZE;ГАБРИЧИДЗЕ
GHARIBASHVILI;ГАРИБАШВИЛИ
GAKHARIA;ГАХАРИЯ
GACHECHILADZE;ГАЧЕЧИЛАДЗЕ
GVALADZE;ГВАЛАДЗЕ
GILAURI;ГИЛАУРИ
GIUNASHVILI;ГИУНАШВИЛИ
GOKIELIE;ГОКИЕЛИ
GOLEMBIOVSKY;ГОЛЕМБИОВСКИЙ
ALEXEY;АЛЕКСЕЙ
GORGIDZE;ГОРГИДЗЕ
GUGENISHVILI;ГУГЕНИШВИЛИ
TOGO;ТОГО
GUDAVA;ГУДАВА
GUJEJIANI;ГУДЖЕДЖИАНИ
DARSAVELIDZE;ДАРСАВЕЛИДЗЕ
GEORGI;ГЕОРГИЯ
KHATIA;ХАТИЯ
DEKANOIDZE;ДЕКАНОИДЗЕ
DERUGIN;ДЕРЮГИН
ALEXANDRA;АЛЕКСАНДРА
DJIN;ДЖИНДЖИХАШВИЛИ
DZHORDZHIKIYA;ДЖОРДЖИКИЯ
DUDUCHAVA;ДУДУЧАВА
ZAKALIANI;ЗАЛКАЛИАНИ
EKA;ЕКАТЕРИНА
ZGULADZE;ЗГУЛАДЗЕ
ZEDGENIDZE;ЗЕДГЕНИДЗЕ
ZODELAVA;ЗОДЕЛАВА
IVANISHVILI;ИВАНИШВИЛИ
INTSKIRVELI;ИНЦКИРВЕЛИ
KADZHAYA;КАДЖАЯ
BESIK;ВИССАРИОН
MARY;МАРИЯ
KARBELASHVILI;КАРБЕЛАШВИЛИ
KARUMIDZE;КАРУМИДЗЕ
TINA;ТИНАТИН
KAHNIASHVILI;КАХНИАШВИЛИ
TARASI;ТАРАСИЙ
KVIRIKASHVILI;КВИРИКАШВИЛИ
KVITASHVILI;КВИТАШВИЛИ
KEZERASHVILI;КЕЗЕРАШВИЛИ
ROLAN;РОЛАН
KIRIA;КИРИА
KOBULIA;КОБУЛИЯ
MUKHADIN;МУХАДИН
KUMAKHOV;КУМАХОВ
